gkz,name,center_lng,center_lat,Sonst._votes,Sonst._percent,SPÖ_votes,SPÖ_percent,ÖVP_votes,ÖVP_percent,FPÖ_votes,FPÖ_percent,GRÜNE_votes,GRÜNE_percent,KPÖ_votes,KPÖ_percent,BIER_votes,BIER_percent,NEOS_votes,NEOS_percent,MFG_votes,MFG_percent,KEINE_votes,KEINE_percent,LMP_votes,LMP_percent,BGE_votes,BGE_percent,GAZA_votes,GAZA_percent,NW_votes,NW_percent
40502,Aschach an der Donau,14.0088635,48.3845047,0,0.0,311,25.26,255,20.71,374,30.38,101,8.2,20,1.62,24,1.95,117,9.5,7,0.57,13,1.06,4,0.32,0,0.0,5,0.41,0,0.0
41502,Aschach an der Steyr,14.3263649,48.0000183,0,0.0,296,18.72,376,23.78,470,29.73,164,10.37,26,1.64,37,2.34,167,10.56,22,1.39,14,0.89,9,0.57,0,0.0,0,0.0,0,0.0
40402,Aspach,13.3119587,48.1807818,0,0.0,155,10.07,549,35.67,613,39.83,62,4.03,19,1.23,26,1.69,83,5.39,13,0.84,13,0.84,4,0.26,0,0.0,2,0.13,0,0.0
41003,Asten,14.4095311,48.2309603,0,0.0,976,28.54,655,19.15,1195,34.94,152,4.44,52,1.52,62,1.81,240,7.02,30,0.88,29,0.85,13,0.38,0,0.0,16,0.47,0,0.0
41702,Attersee am Attersee,13.5238127,47.9085462,0,0.0,129,12.52,319,30.97,226,21.94,164,15.92,11,1.07,20,1.94,138,13.4,14,1.36,5,0.49,4,0.39,0,0.0,0,0.0,0,0.0
41703,Attnang-Puchheim,13.7110289,48.0122535,0,0.0,1027,27.99,705,19.22,1158,31.56,243,6.62,90,2.45,82,2.23,242,6.6,35,0.95,33,0.9,23,0.63,0,0.0,31,0.84,0,0.0
41704,Atzbach,13.7087797,48.0842112,0,0.0,74,9.49,233,29.87,294,37.69,48,6.15,14,1.79,24,3.08,73,9.36,7,0.9,6,0.77,6,0.77,0,0.0,1,0.13,0,0.0
41306,Atzesberg,13.8603891,48.5449444,0,0.0,31,10.88,96,33.68,113,39.65,14,4.91,3,1.05,5,1.75,17,5.96,2,0.7,3,1.05,1,0.35,0,0.0,0,0.0,0,0.0
41307,Auberg,14.0489717,48.5280594,0,0.0,32,8.18,159,40.66,134,34.27,17,4.35,5,1.28,8,2.05,20,5.12,7,1.79,3,0.77,6,1.53,0,0.0,0,0.0,0,0.0
40403,Auerbach,13.0975691,48.0744705,0,0.0,31,6.64,130,27.84,226,48.39,20,4.28,10,2.14,10,2.14,28,6.0,8,1.71,2,0.43,1,0.21,0,0.0,1,0.21,0,0.0
41705,Aurach am Hongar,13.6703514,47.9450464,0,0.0,257,21.69,268,22.62,413,34.85,67,5.65,20,1.69,33,2.78,92,7.76,16,1.35,6,0.51,12,1.01,0,0.0,1,0.08,0,0.0
41203,Aurolzmünster,13.4545099,48.2489835,0,0.0,224,14.33,407,26.04,669,42.8,77,4.93,14,0.9,20,1.28,117,7.49,18,1.15,7,0.45,5,0.32,0,0.0,5,0.32,0,0.0
41802,Bachmanning,13.790008,48.1346629,0,0.0,94,22.22,121,28.61,119,28.13,37,8.75,5,1.18,11,2.6,24,5.67,1,0.24,5,1.18,3,0.71,0,0.0,3,0.71,0,0.0
30910,Bad Großpertholz,14.7833978,48.6070661,0,0.0,161,18.9,300,35.21,265,31.1,33,3.87,10,1.17,20,2.35,46,5.4,4,0.47,8,0.94,5,0.59,0,0.0,0,0.0,0,0.0
41503,Bad Hall,14.2179072,48.0429546,0,0.0,563,18.14,865,27.88,933,30.07,254,8.19,45,1.45,68,2.19,307,9.89,22,0.71,19,0.61,18,0.58,0,0.0,9,0.29,0,0.0
41108,Bad Kreuzen,14.8207536,48.2693109,0,0.0,114,8.1,553,39.28,534,37.93,58,4.12,12,0.85,21,1.49,68,4.83,23,1.63,13,0.92,11,0.78,0,0.0,1,0.07,0,0.0
41603,Bad Leonfelden,14.2933949,48.5249129,0,0.0,373,13.58,897,32.65,852,31.02,234,8.52,37,1.35,62,2.26,219,7.97,33,1.2,23,0.84,12,0.44,0,0.0,5,0.18,0,0.0
40802,Bad Schallerbach,13.9098882,48.2378683,0,0.0,455,19.92,588,25.74,676,29.6,182,7.97,43,1.88,44,1.93,248,10.86,12,0.53,19,0.83,14,0.61,0,0.0,3,0.13,0,0.0
41803,Bad Wimsbach-Neydharting,13.8887222,48.0496165,0,0.0,299,18.73,478,29.95,496,31.08,108,6.77,38,2.38,28,1.75,113,7.08,10,0.63,11,0.69,13,0.81,0,0.0,2,0.13,0,0.0
40627,Bad Zell,14.6694204,48.3616813,0,0.0,334,17.06,655,33.45,531,27.12,203,10.37,27,1.38,32,1.63,118,6.03,26,1.33,20,1.02,12,0.61,0,0.0,0,0.0,0,0.0
41103,Baumgartenberg,14.7464604,48.2105165,0,0.0,165,14.46,354,31.03,438,38.39,65,5.7,14,1.23,22,1.93,63,5.52,9,0.79,5,0.44,6,0.53,0,0.0,0,0.0,0,0.0
30506,Behamberg,14.4828727,48.0440588,0,0.0,394,17.0,644,27.79,843,36.38,152,6.56,25,1.08,52,2.24,159,6.86,12,0.52,18,0.78,18,0.78,0,0.0,0,0.0,0,0.0
41706,Berg im Attergau,13.4896534,47.9538217,0,0.0,75,10.52,273,38.29,237,33.24,37,5.19,10,1.4,11,1.54,53,7.43,4,0.56,12,1.68,1,0.14,0,0.0,0,0.0,0,0.0
50303,Bergheim,13.0285463,47.8536618,0,0.0,422,13.43,1162,36.97,723,23.0,349,11.1,89,2.83,38,1.21,313,9.96,9,0.29,19,0.6,19,0.6,0,0.0,0,0.0,0,0.0
50304,Berndorf bei Salzburg,13.0583527,47.9914135,0,0.0,128,12.36,368,35.52,309,29.83,64,6.18,23,2.22,24,2.32,91,8.78,7,0.68,10,0.97,12,1.16,0,0.0,0,0.0,0,0.0
40404,Braunau am Inn,13.0201936,48.2372222,0,0.0,1580,21.48,1611,21.9,2416,32.84,679,9.23,195,2.65,145,1.97,548,7.45,62,0.84,45,0.61,37,0.5,0,0.0,39,0.53,0,0.0
41403,Brunnenthal,13.4817461,48.4785535,0,0.0,158,13.3,393,33.08,410,34.51,79,6.65,21,1.77,31,2.61,78,6.57,7,0.59,2,0.17,8,0.67,0,0.0,1,0.08,0,0.0
41804,Buchkirchen,14.0380403,48.2242771,0,0.0,567,20.83,676,24.83,915,33.61,184,6.76,36,1.32,43,1.58,243,8.93,16,0.59,19,0.7,18,0.66,0,0.0,5,0.18,0,0.0
40405,Burgkirchen,13.0888653,48.2022089,0,0.0,171,11.32,497,32.91,566,37.48,66,4.37,24,1.59,27,1.79,121,8.01,17,1.13,12,0.79,8,0.53,0,0.0,1,0.07,0,0.0
32503,Bärnkopf,15.014519,48.3979521,0,0.0,92,37.55,43,17.55,91,37.14,6,2.45,2,0.82,4,1.63,6,2.45,0,0.0,0,0.0,1,0.41,0,0.0,0,0.0,0,0.0
50305,Bürmoos,12.9201361,47.9876769,0,0.0,767,29.71,479,18.55,779,30.17,182,7.05,108,4.18,39,1.51,180,6.97,13,0.5,22,0.85,13,0.5,0,0.0,0,0.0,0,0.0
41707,Desselbrunn,13.7665922,48.0100683,0,0.0,250,20.78,360,29.93,384,31.92,66,5.49,18,1.5,19,1.58,79,6.57,10,0.83,9,0.75,8,0.67,0,0.0,0,0.0,0,0.0
41404,Diersbach,13.5878774,48.4198715,0,0.0,130,12.8,327,32.19,372,36.61,57,5.61,16,1.57,29,2.85,59,5.81,11,1.08,7,0.69,4,0.39,0,0.0,4,0.39,0,0.0
41504,Dietach,14.422347,48.0989129,0,0.0,469,22.3,533,25.34,550,26.15,241,11.46,42,2.0,37,1.76,182,8.65,22,1.05,10,0.48,11,0.52,0,0.0,6,0.29,0,0.0
41104,Dimbach,14.8985868,48.3042571,0,0.0,134,20.33,175,26.56,264,40.06,25,3.79,11,1.67,6,0.91,28,4.25,6,0.91,6,0.91,3,0.46,0,0.0,1,0.15,0,0.0
41405,Dorf an der Pram,13.6279055,48.267134,0,0.0,85,11.63,276,37.76,216,29.55,46,6.29,8,1.09,18,2.46,65,8.89,7,0.96,4,0.55,5,0.68,0,0.0,1,0.14,0,0.0
50306,Dorfbeuern,13.0155984,48.0177439,0,0.0,109,11.38,364,38.0,298,31.11,76,7.93,20,2.09,11,1.15,65,6.78,6,0.63,3,0.31,6,0.63,0,0.0,0,0.0,0,0.0
31506,Dorfstetten,14.9864974,48.3414258,0,0.0,76,18.27,150,36.06,159,38.22,11,2.64,3,0.72,3,0.72,9,2.16,1,0.24,2,0.48,2,0.48,0,0.0,0,0.0,0,0.0
50307,Ebenau,13.1751778,47.7829636,0,0.0,110,12.67,317,36.52,251,28.92,76,8.76,19,2.19,11,1.27,72,8.29,3,0.35,6,0.69,3,0.35,0,0.0,0,0.0,0,0.0
40704,Ebensee am Traunsee,13.7695444,47.782393,0,0.0,1274,28.22,947,20.97,1320,29.24,321,7.11,127,2.81,105,2.33,316,7.0,40,0.89,34,0.75,26,0.58,0,0.0,5,0.11,0,0.0
41204,Eberschwang,13.5590853,48.148394,0,0.0,358,17.38,479,23.25,777,37.72,115,5.58,33,1.6,51,2.48,186,9.03,37,1.8,15,0.73,7,0.34,0,0.0,2,0.1,0,0.0
41805,Eberstalzell,13.9925624,48.0333366,0,0.0,175,10.2,490,28.55,737,42.95,86,5.01,28,1.63,37,2.16,119,6.93,18,1.05,11,0.64,12,0.7,0,0.0,3,0.17,0,0.0
41806,Edt bei Lambach,13.8949008,48.1068652,0,0.0,258,17.93,434,30.16,477,33.15,98,6.81,18,1.25,31,2.15,101,7.02,8,0.56,6,0.42,4,0.28,0,0.0,4,0.28,0,0.0
40503,Eferding,14.0165796,48.3087595,0,0.0,477,23.23,539,26.25,604,29.42,150,7.31,36,1.75,42,2.05,172,8.38,7,0.34,11,0.54,6,0.29,0,0.0,9,0.44,0,0.0
40406,Eggelsberg,12.9825562,48.0830948,0,0.0,182,12.22,385,25.86,638,42.85,77,5.17,29,1.95,29,1.95,112,7.52,19,1.28,3,0.2,14,0.94,0,0.0,1,0.07,0,0.0
41004,Eggendorf im Traunkreis,14.1403849,48.1315993,0,0.0,120,18.1,184,27.75,205,30.92,43,6.49,16,2.41,8,1.21,76,11.46,5,0.75,2,0.3,4,0.6,0,0.0,0,0.0,0,0.0
41406,Eggerding,13.4803055,48.3551958,0,0.0,80,9.07,293,33.22,368,41.72,33,3.74,13,1.47,15,1.7,58,6.58,8,0.91,9,1.02,5,0.57,0,0.0,0,0.0,0,0.0
41604,Eidenberg,14.2276341,48.4093898,0,0.0,170,11.64,546,37.37,336,23.0,159,10.88,22,1.51,34,2.33,139,9.51,19,1.3,17,1.16,18,1.23,0,0.0,1,0.07,0,0.0
41205,Eitzing,13.4213367,48.2388218,0,0.0,87,15.76,143,25.91,215,38.95,35,6.34,3,0.54,11,1.99,43,7.79,3,0.54,6,1.09,5,0.91,0,0.0,1,0.18,0,0.0
50308,Elixhausen,13.0606291,47.8728431,0,0.0,243,13.28,673,36.78,412,22.51,170,9.29,52,2.84,24,1.31,204,11.15,18,0.98,13,0.71,21,1.15,0,0.0,0,0.0,0,0.0
50309,Elsbethen,13.1147862,47.769317,0,0.0,395,12.21,1161,35.88,748,23.11,400,12.36,102,3.15,46,1.42,337,10.41,13,0.4,14,0.43,20,0.62,0,0.0,0,0.0,0,0.0
41407,Engelhartszell,13.7068416,48.4984534,0,0.0,64,12.48,174,33.92,186,36.26,38,7.41,5,0.97,21,4.09,16,3.12,3,0.58,1,0.19,5,0.97,0,0.0,0,0.0,0,0.0
41605,Engerwitzdorf,14.4140987,48.3313082,0,0.0,1161,19.7,1519,25.77,1650,27.99,619,10.5,85,1.44,109,1.85,583,9.89,56,0.95,61,1.03,48,0.81,0,0.0,3,0.05,0,0.0
41005,Enns,14.4580656,48.2114335,0,0.0,1525,26.99,1212,21.45,1597,28.26,483,8.55,118,2.09,117,2.07,452,8.0,34,0.6,40,0.71,43,0.76,0,0.0,30,0.53,0,0.0
30508,Ennsdorf,14.5010462,48.2161312,0,0.0,626,33.37,329,17.54,567,30.22,116,6.18,35,1.87,35,1.87,114,6.08,10,0.53,10,0.53,9,0.48,0,0.0,25,1.33,0,0.0
41408,Enzenkirchen,13.6529514,48.3927555,0,0.0,130,11.29,301,26.15,566,49.17,32,2.78,14,1.22,16,1.39,69,5.99,9,0.78,12,1.04,2,0.17,0,0.0,0,0.0,0,0.0
30509,Ernsthofen,14.4936093,48.1367921,0,0.0,364,23.81,429,28.06,443,28.97,82,5.36,34,2.22,38,2.49,117,7.65,3,0.2,7,0.46,12,0.78,0,0.0,0,0.0,0,0.0
30510,Ertl,14.6327963,47.969926,0,0.0,46,5.69,349,43.14,318,39.31,19,2.35,11,1.36,15,1.85,33,4.08,4,0.49,9,1.11,5,0.62,0,0.0,0,0.0,0,0.0
40804,Eschenau im Hausruckkreis,13.8054454,48.3973578,0,0.0,57,7.65,289,38.79,288,38.66,35,4.7,10,1.34,15,2.01,40,5.37,6,0.81,5,0.67,0,0.0,0,0.0,0,0.0,0,0.0
41409,Esternberg,13.5861319,48.5376379,0,0.0,139,7.97,683,39.16,651,37.33,87,4.99,20,1.15,26,1.49,101,5.79,11,0.63,12,0.69,11,0.63,0,0.0,3,0.17,0,0.0
50310,Eugendorf,13.148429,47.8592508,0,0.0,556,13.23,1434,34.11,1180,28.07,362,8.61,132,3.14,74,1.76,387,9.21,23,0.55,28,0.67,28,0.67,0,0.0,0,0.0,0,0.0
50311,Faistenau,13.2571892,47.76525,0,0.0,179,9.27,634,32.85,714,36.99,131,6.79,48,2.49,31,1.61,158,8.19,13,0.67,12,0.62,10,0.52,0,0.0,0,0.0,0,0.0
41606,Feldkirchen an der Donau,14.0674275,48.3565912,0,0.0,808,22.18,1037,28.47,992,27.23,296,8.13,53,1.45,79,2.17,295,8.1,30,0.82,34,0.93,18,0.49,0,0.0,1,0.03,0,0.0
40407,Feldkirchen bei Mattighofen,13.040349,48.0706748,0,0.0,121,9.58,329,26.05,604,47.82,60,4.75,22,1.74,21,1.66,81,6.41,11,0.87,8,0.63,5,0.4,0,0.0,1,0.08,0,0.0
41807,Fischlham,13.9502882,48.0937038,0,0.0,130,14.29,296,32.53,308,33.85,47,5.16,13,1.43,19,2.09,84,9.23,5,0.55,6,0.66,1,0.11,0,0.0,1,0.11,0,0.0
41708,Fornach,13.4127248,48.0314364,0,0.0,57,8.92,233,36.46,219,34.27,29,4.54,14,2.19,19,2.97,46,7.2,3,0.47,14,2.19,5,0.78,0,0.0,0,0.0,0,0.0
40504,Fraham,14.0203811,48.2840916,0,0.0,305,20.27,375,24.92,511,33.95,95,6.31,25,1.66,28,1.86,124,8.24,9,0.6,13,0.86,15,1.0,0,0.0,5,0.33,0,0.0
41709,Frankenburg am Hausruck,13.4759905,48.0708698,0,0.0,582,19.29,821,27.21,1068,35.4,137,4.54,54,1.79,93,3.08,201,6.66,28,0.93,18,0.6,10,0.33,0,0.0,5,0.17,0,0.0
41710,Frankenmarkt,13.4146632,47.9908332,0,0.0,341,18.2,521,27.8,626,33.4,125,6.67,38,2.03,47,2.51,132,7.04,13,0.69,20,1.07,7,0.37,0,0.0,4,0.21,0,0.0
40408,Franking,12.9186062,48.0547782,0,0.0,70,11.49,184,30.21,224,36.78,28,4.6,24,3.94,8,1.31,44,7.22,14,2.3,8,1.31,5,0.82,0,0.0,0,0.0,0,0.0
41410,Freinberg,13.5132258,48.5625864,0,0.0,96,13.64,295,41.9,226,32.1,33,4.69,5,0.71,8,1.14,34,4.83,5,0.71,2,0.28,0,0.0,0,0.0,0,0.0,0,0.0
40601,Freistadt,14.4881296,48.504485,0,0.0,1032,21.16,1251,25.65,1335,27.37,477,9.78,90,1.85,103,2.11,399,8.18,43,0.88,28,0.57,41,0.84,0,0.0,79,1.62,0,0.0
50312,Fuschl am See,13.3036794,47.7957076,0,0.0,94,10.13,360,38.79,230,24.78,88,9.48,15,1.62,14,1.51,111,11.96,4,0.43,9,0.97,3,0.32,0,0.0,0,0.0,0,0.0
41505,Gaflenz,14.7004384,47.8951117,0,0.0,204,16.05,411,32.34,415,32.65,75,5.9,22,1.73,16,1.26,93,7.32,16,1.26,16,1.26,3,0.24,0,0.0,0,0.0,0,0.0
41607,Gallneukirchen,14.4176946,48.3562129,0,0.0,994,23.79,1014,24.26,878,21.01,588,14.07,113,2.7,69,1.65,434,10.39,22,0.53,34,0.81,30,0.72,0,0.0,3,0.07,0,0.0
40805,Gallspach,13.8067647,48.2051564,0,0.0,228,17.62,336,25.97,448,34.62,97,7.5,31,2.4,37,2.86,90,6.96,14,1.08,8,0.62,3,0.23,0,0.0,2,0.15,0,0.0
41711,Gampern,13.5484715,47.99826,0,0.0,331,16.76,639,32.35,596,30.18,131,6.63,36,1.82,48,2.43,162,8.2,15,0.76,7,0.35,8,0.41,0,0.0,2,0.1,0,0.0
41506,Garsten,14.3989378,48.0001346,0,0.0,881,20.94,1129,26.84,1187,28.21,419,9.96,67,1.59,73,1.74,333,7.92,41,0.97,38,0.9,36,0.86,0,0.0,3,0.07,0,0.0
40806,Gaspoltshofen,13.724044,48.1447593,0,0.0,317,14.68,595,27.55,774,35.83,182,8.43,28,1.3,43,1.99,177,8.19,13,0.6,17,0.79,13,0.6,0,0.0,1,0.05,0,0.0
40807,Geboltskirchen,13.6375224,48.1500924,0,0.0,177,18.75,250,26.48,307,32.52,87,9.22,18,1.91,29,3.07,50,5.3,8,0.85,7,0.74,11,1.17,0,0.0,0,0.0,0,0.0
41206,Geiersberg,13.5983113,48.1969248,0,0.0,61,18.65,107,32.72,99,30.28,17,5.2,8,2.45,3,0.92,29,8.87,1,0.31,2,0.61,0,0.0,0,0.0,0,0.0,0,0.0
41207,Geinberg,13.2881182,48.2592597,0,0.0,120,14.89,213,26.43,329,40.82,53,6.58,11,1.36,11,1.36,48,5.96,9,1.12,7,0.87,4,0.5,0,0.0,1,0.12,0,0.0
40409,Geretsberg,12.9119189,48.090679,0,0.0,69,10.73,221,34.37,248,38.57,32,4.98,10,1.56,9,1.4,34,5.29,11,1.71,3,0.47,6,0.93,0,0.0,0,0.0,0,0.0
40410,Gilgenberg am Weilhart,12.9348915,48.1375312,0,0.0,69,8.82,276,35.29,323,41.3,24,3.07,11,1.41,19,2.43,39,4.99,11,1.41,9,1.15,1,0.13,0,0.0,0,0.0,0,0.0
40705,Gmunden,13.8241877,47.8754303,0,0.0,1263,18.04,1857,26.53,1636,23.37,946,13.51,130,1.86,129,1.84,891,12.73,53,0.76,30,0.43,48,0.69,0,0.0,17,0.24,0,0.0
41608,Goldwörth,14.106124,48.3238801,0,0.0,88,15.77,210,37.63,117,20.97,62,11.11,14,2.51,15,2.69,36,6.45,6,1.08,3,0.54,7,1.25,0,0.0,0,0.0,0,0.0
41609,Gramastetten,14.1836429,48.3779882,0,0.0,515,15.27,1155,34.24,676,20.04,468,13.87,55,1.63,49,1.45,397,11.77,23,0.68,20,0.59,13,0.39,0,0.0,2,0.06,0,0.0
41105,Grein,14.8454686,48.2313425,0,0.0,345,19.5,467,26.4,589,33.3,106,5.99,31,1.75,33,1.87,158,8.93,17,0.96,11,0.62,11,0.62,0,0.0,1,0.06,0,0.0
40808,Grieskirchen,13.8240868,48.2346633,0,0.0,478,18.15,722,27.41,735,27.9,299,11.35,48,1.82,37,1.4,250,9.49,15,0.57,14,0.53,10,0.38,0,0.0,26,0.99,0,0.0
32508,Groß Gerungs,14.9634187,48.5718909,0,0.0,305,10.18,1279,42.69,981,32.74,124,4.14,38,1.27,54,1.8,169,5.64,6,0.2,23,0.77,17,0.57,0,0.0,0,0.0,0,0.0
50315,Großgmain,12.9440831,47.7319167,0,0.0,188,13.41,447,31.88,427,30.46,128,9.13,31,2.21,20,1.43,132,9.42,14,1.0,6,0.43,9,0.64,0,0.0,0,0.0,0,0.0
41507,Großraming,14.5391076,47.8606573,0,0.0,428,23.36,567,30.95,510,27.84,116,6.33,28,1.53,26,1.42,111,6.06,25,1.36,14,0.76,5,0.27,0,0.0,2,0.11,0,0.0
50314,Grödig,13.011093,47.7358403,0,0.0,749,19.8,1001,26.47,983,25.99,327,8.65,173,4.57,67,1.77,415,10.97,14,0.37,32,0.85,21,0.56,0,0.0,0,0.0,0,0.0
40707,Grünau im Almtal,13.9654255,47.793386,0,0.0,292,22.44,287,22.06,450,34.59,92,7.07,10,0.77,20,1.54,122,9.38,9,0.69,7,0.54,10,0.77,0,0.0,2,0.15,0,0.0
40602,Grünbach,14.5340066,48.5490561,0,0.0,227,18.58,357,29.21,423,34.62,65,5.32,16,1.31,30,2.45,79,6.46,14,1.15,3,0.25,7,0.57,0,0.0,1,0.08,0,0.0
40902,Grünburg,14.217957,47.9239507,0,0.0,428,20.14,520,24.47,816,38.4,112,5.27,32,1.51,40,1.88,126,5.93,22,1.04,17,0.8,6,0.28,0,0.0,6,0.28,0,0.0
40708,Gschwandt,13.8427051,47.9340894,0,0.0,341,18.02,536,28.33,567,29.97,176,9.3,27,1.43,32,1.69,164,8.67,17,0.9,16,0.85,16,0.85,0,0.0,0,0.0,0,0.0
41808,Gunskirchen,13.9309868,48.1478418,0,0.0,779,20.74,949,25.27,1248,33.23,262,6.98,51,1.36,78,2.08,307,8.17,18,0.48,24,0.64,23,0.61,0,0.0,17,0.45,0,0.0
41208,Gurten,13.3492929,48.2472942,0,0.0,137,18.49,222,29.96,246,33.2,50,6.75,9,1.21,23,3.1,39,5.26,3,0.4,7,0.94,2,0.27,0,0.0,3,0.4,0,0.0
40603,Gutau,14.6031038,48.4252467,0,0.0,413,22.12,652,34.92,500,26.78,111,5.95,30,1.61,30,1.61,94,5.03,11,0.59,19,1.02,5,0.27,0,0.0,2,0.11,0,0.0
50313,Göming,12.9659188,47.9549369,0,0.0,47,8.92,218,41.37,147,27.89,43,8.16,9,1.71,7,1.33,46,8.73,0,0.0,9,1.71,1,0.19,0,0.0,0,0.0,0,0.0
40809,Haag am Hausruck,13.6340766,48.1860468,0,0.0,242,17.95,398,29.53,380,28.19,136,10.09,20,1.48,34,2.52,106,7.86,13,0.96,6,0.45,12,0.89,0,0.0,1,0.07,0,0.0
40604,Hagenberg im Mühlkreis,14.5130836,48.3835264,0,0.0,462,23.73,420,21.57,536,27.53,208,10.68,43,2.21,40,2.05,196,10.07,10,0.51,15,0.77,15,0.77,0,0.0,2,0.1,0,0.0
41610,Haibach im Mühlkreis,14.3600553,48.4379626,0,0.0,104,15.88,209,31.91,209,31.91,47,7.18,9,1.37,15,2.29,47,7.18,7,1.07,6,0.92,2,0.31,0,0.0,0,0.0,0,0.0
40505,Haibach ob der Donau,13.902089,48.4215472,0,0.0,171,19.48,245,27.9,300,34.17,55,6.26,5,0.57,13,1.48,71,8.09,8,0.91,5,0.57,4,0.46,0,0.0,1,0.11,0,0.0
30515,Haidershofen,14.5031562,48.0740944,0,0.0,578,22.97,694,27.58,816,32.43,144,5.72,33,1.31,40,1.59,157,6.24,16,0.64,11,0.44,24,0.95,0,0.0,3,0.12,0,0.0
40411,Haigermoos,12.8818903,48.0419232,0,0.0,37,9.97,131,35.31,118,31.81,28,7.55,10,2.7,10,2.7,32,8.63,4,1.08,1,0.27,0,0.0,0,0.0,0,0.0,0,0.0
50316,Hallwang,13.0874933,47.8476781,0,0.0,372,14.61,829,32.56,641,25.18,255,10.02,84,3.3,42,1.65,285,11.19,15,0.59,8,0.31,15,0.59,0,0.0,0,0.0,0,0.0
40412,Handenberg,12.9940568,48.1448141,0,0.0,73,9.03,270,33.42,325,40.22,30,3.71,16,1.98,16,1.98,58,7.18,10,1.24,6,0.74,4,0.5,0,0.0,0,0.0,0,0.0
41006,Hargelsberg,14.4219069,48.1511248,0,0.0,199,21.33,289,30.98,267,28.62,48,5.14,14,1.5,8,0.86,87,9.32,8,0.86,6,0.64,7,0.75,0,0.0,0,0.0,0,0.0
40506,Hartkirchen,13.9771452,48.3775396,0,0.0,494,18.38,737,27.42,959,35.68,161,5.99,47,1.75,45,1.67,199,7.4,15,0.56,16,0.6,15,0.56,0,0.0,0,0.0,0,0.0
41309,Haslach an der Mühl,14.0446996,48.5710582,0,0.0,338,21.27,419,26.37,432,27.19,168,10.57,31,1.95,27,1.7,140,8.81,17,1.07,8,0.5,8,0.5,0,0.0,1,0.06,0,0.0
40810,Heiligenberg,13.8168978,48.3609999,0,0.0,40,8.13,199,40.45,176,35.77,23,4.67,4,0.81,13,2.64,26,5.28,4,0.81,1,0.2,6,1.22,0,0.0,0,0.0,0,0.0
41345,Helfenberg,14.1527254,48.5341022,0,0.0,136,13.43,332,32.77,325,32.08,44,4.34,17,1.68,23,2.27,112,11.06,10,0.99,9,0.89,5,0.49,0,0.0,0,0.0,0,0.0
41611,Hellmonsödt,14.3188782,48.4274148,0,0.0,244,15.72,424,27.32,417,26.87,177,11.4,25,1.61,32,2.06,178,11.47,16,1.03,23,1.48,16,1.03,0,0.0,0,0.0,0,0.0
40413,Helpfau-Uttendorf,13.1331384,48.1599706,0,0.0,222,13.37,584,35.16,624,37.57,52,3.13,33,1.99,23,1.38,88,5.3,14,0.84,14,0.84,5,0.3,0,0.0,2,0.12,0,0.0
50317,Henndorf am Wallersee,13.201521,47.8959061,0,0.0,413,13.68,997,33.04,846,28.03,258,8.55,86,2.85,52,1.72,306,10.14,16,0.53,25,0.83,19,0.63,0,0.0,0,0.0,0,0.0
41612,Herzogsdorf,14.1330575,48.4232526,0,0.0,243,13.22,630,34.28,596,32.43,134,7.29,18,0.98,39,2.12,128,6.96,26,1.41,17,0.92,6,0.33,0,0.0,1,0.05,0,0.0
50318,Hintersee,13.2888473,47.7154122,0,0.0,35,11.44,118,38.56,108,35.29,8,2.61,0,0.0,6,1.96,28,9.15,0,0.0,3,0.98,0,0.0,0,0.0,0,0.0,0,0.0
40507,Hinzenbach,13.982973,48.3022087,0,0.0,253,19.64,408,31.68,391,30.36,73,5.67,18,1.4,19,1.48,105,8.15,8,0.62,10,0.78,2,0.16,0,0.0,1,0.08,0,0.0
40605,Hirschbach im Mühlkreis,14.4086679,48.4894082,0,0.0,135,17.0,280,35.26,170,21.41,68,8.56,12,1.51,7,0.88,99,12.47,8,1.01,4,0.5,10,1.26,0,0.0,1,0.13,0,0.0
40414,Hochburg-Ach,12.8533452,48.1382565,0,0.0,222,14.36,531,34.35,460,29.75,110,7.12,27,1.75,35,2.26,106,6.86,21,1.36,14,0.91,18,1.16,0,0.0,2,0.13,0,0.0
50319,Hof bei Salzburg,13.2145271,47.8116855,0,0.0,244,11.97,625,30.67,580,28.46,223,10.94,59,2.89,42,2.06,223,10.94,12,0.59,16,0.79,14,0.69,0,0.0,0,0.0,0,0.0
40811,Hofkirchen an der Trattnach,13.7273964,48.2198105,0,0.0,131,12.98,358,35.48,349,34.59,51,5.05,13,1.29,22,2.18,65,6.44,11,1.09,4,0.4,4,0.4,0,0.0,1,0.1,0,0.0
41312,Hofkirchen im Mühlkreis,13.8186042,48.4703312,0,0.0,141,14.75,328,34.31,278,29.08,79,8.26,8,0.84,20,2.09,83,8.68,4,0.42,9,0.94,6,0.63,0,0.0,0,0.0,0,0.0
41008,Hofkirchen im Traunkreis,14.3709738,48.1464298,0,0.0,263,20.63,314,24.63,352,27.61,117,9.18,24,1.88,28,2.2,151,11.84,10,0.78,7,0.55,9,0.71,0,0.0,0,0.0,0,0.0
41209,Hohenzell,13.5375275,48.2043661,0,0.0,134,8.89,543,36.01,435,28.85,147,9.75,16,1.06,25,1.66,161,10.68,23,1.53,9,0.6,9,0.6,0,0.0,6,0.4,0,0.0
30516,Hollenstein an der Ybbs,14.78215,47.7968959,0,0.0,261,23.35,381,34.08,298,26.65,46,4.11,11,0.98,24,2.15,76,6.8,4,0.36,7,0.63,10,0.89,0,0.0,0,0.0,0,0.0
